"id","x","y","eame","heth","Deciduous","Evergreen","Mixed","Shrub","Crops","WoodyWetland","Developed","Open","Herb","Forest","MinT","Rain"
1575,510486.8134,466548.4729,1,1,0.0217391304347826,0,0,0,0.833333333333333,0,0.0144927536231884,0.130434782608696,0,0.0217391304347826,13.4268024433167,104.269982626749
1576,513875.893,467982.8717,0,0,0.132867132867133,0,0,0,0.713286713286713,0,0,0.153846153846154,0,0.132867132867133,13.4462294683797,103.855997070267
1577,510411.2582,467978.2009,1,0,0,0,0,0,0.827338129496403,0,0.0143884892086331,0.158273381294964,0,0,13.376063683738,104.028185734819
1578,512115.4105,468276.9255,0,0,0.034965034965035,0,0,0,0.867132867132867,0,0.00699300699300699,0.0909090909090909,0,0.034965034965035,13.4115354494384,103.950726812824
1579,513698.3123,467098.8362,0,1,0.236111111111111,0,0.00694444444444444,0,0.451388888888889,0,0,0.305555555555556,0,0.243055555555556,13.4176036340798,104.005117819652
1580,515259.8937,472799.3189,0,0,0,0,0,0,0.907801418439716,0,0,0.0921985815602837,0,0,13.4688414912231,102.781423263333
1581,516518.2558,474426.9815,1,0,0,0,0,0,0.731884057971015,0,0.0434782608695652,0.22463768115942,0,0,13.4711678610389,102.383754486569
1582,519899.4329,472786.4689,1,0,0,0,0,0,0.885714285714286,0,0.0142857142857143,0.1,0,0,13.4889925880292,102.727418845512
1583,515379.8219,474401.0374,1,0,0.0503597122302158,0,0,0,0.733812949640288,0,0.0575539568345324,0.158273381294964,0,0.0503597122302158,13.4710404823341,102.37710386507
1584,516029.3988,471206.995,0,0,0.237410071942446,0,0,0,0.669064748201439,0,0.00719424460431655,0.0863309352517986,0,0.237410071942446,13.4838884912287,103.14938367008
1585,519275.7685,461566.2134,0,0,0,0,0,0,0.215827338129496,0,0.697841726618705,0.0863309352517986,0,0,13.4646541622953,104.032975682827
1586,517985.8852,463891.3963,0,0,0,0,0,0,0.669014084507042,0,0.0774647887323944,0.253521126760563,0,0,13.4983302606782,104.033951258223
1587,516393.4574,465014.0024,0,0,0.0359712230215827,0,0,0,0.863309352517986,0,0.00719424460431655,0.0935251798561151,0,0.0359712230215827,13.4800770684439,104.000971083346
1588,519849.2819,461490.6402,0,0,0.00694444444444444,0,0,0,0.402777777777778,0,0.430555555555556,0.159722222222222,0,0.00694444444444444,13.4689793677311,103.96801995574
1589,515551.8126,465495.5066,1,0,0,0.108695652173913,0,0,0.760869565217391,0.0289855072463768,0,0.101449275362319,0,0.108695652173913,13.4605570301556,104.067223012239
1590,490445.9847,358987.4676,0,0,0.0143884892086331,0,0,0,0.597122302158273,0,0,0.388489208633094,0,0.0143884892086331,13.8438169686601,116.029333448329
1591,490674.9084,355885.5526,0,0,0.41726618705036,0,0,0,0.489208633093525,0,0,0.0935251798561151,0,0.41726618705036,14.4090358982904,115.968493273244
1592,494160.0106,354913.8153,0,1,0,0,0,0,0.681159420289855,0,0.108695652173913,0.210144927536232,0,0,13.7706621570665,115.914950541229
1593,492501.9398,357936.9106,0,1,0.0357142857142857,0,0,0,0.685714285714286,0,0.00714285714285714,0.271428571428571,0,0.0357142857142857,13.8070978903989,115.870269185191
1594,494412.5795,356867.5564,1,0,0,0,0,0,0.513888888888889,0,0.0416666666666667,0.444444444444444,0,0,13.8961669307201,115.844215978885
1595,498065.6207,363581.6894,0,0,0.13768115942029,0,0,0,0.231884057971014,0,0.543478260869565,0.0869565217391304,0,0.13768115942029,13.7960596818883,116.323216652374
1596,496116.0435,362614.3504,0,0,0.478260869565217,0,0,0,0.427536231884058,0,0.0072463768115942,0.0869565217391304,0,0.478260869565217,14.0243053647474,116.125361044177
1597,498969.2546,362375.9581,0,1,0.372262773722628,0,0,0,0.401459854014599,0,0.175182481751825,0.0510948905109489,0,0.372262773722628,13.7776158855,116.354224381903
1598,496000.8046,361247.5656,0,1,0.673913043478261,0,0,0,0.072463768115942,0,0,0.253623188405797,0,0.673913043478261,14.0765259153067,116.030871432511
1599,498273.9329,359799.2881,0,1,0.323741007194245,0,0,0,0.37410071942446,0,0,0.302158273381295,0,0.323741007194245,13.7945589742843,116.079686005664
1600,494799.3041,353617.4946,0,0,0.0719424460431655,0,0,0,0.690647482014389,0,0.00719424460431655,0.23021582733813,0,0.0719424460431655,13.9455379895422,116.040022884562
1601,495137.2462,352115.7756,0,1,0.35,0,0,0,0.314285714285714,0,0,0.335714285714286,0,0.35,14.1682846412642,116.113864760619
1602,496439.8348,352800.7626,0,0,0.0714285714285714,0,0,0,0.735714285714286,0,0.0428571428571429,0.15,0,0.0714285714285714,14.2976738658726,116.159123173194
1603,498157.7055,354058.826,0,0,0.132867132867133,0,0,0,0.685314685314685,0,0.027972027972028,0.153846153846154,0,0.132867132867133,14.0367047158205,116.085335806708
1604,499349.904,351067.4731,0,0,0.157142857142857,0,0,0,0.464285714285714,0,0.0214285714285714,0.321428571428571,0.0357142857142857,0.157142857142857,13.9113873072056,116.476718826254
1605,434166.033,439883.7936,0,1,0.707142857142857,0.0357142857142857,0.05,0,0,0,0,0.171428571428571,0,0.792857142857143,13.0425197326491,109.875428985218
1606,434608.1993,440212.3805,0,1,0.762589928057554,0.00719424460431655,0,0.136690647482014,0,0,0,0.0935251798561151,0,0.76978417266187,13.0038887492477,109.911595038063
1607,433777.176,439375.6655,0,1,0.521739130434783,0,0,0.0869565217391304,0.210144927536232,0,0,0.181159420289855,0,0.521739130434783,12.9056360137317,109.998747901313
1608,431838.37,441249.1551,0,0,0,0,0,0.0647482014388489,0.733812949640288,0,0,0.201438848920863,0,0,13.4159126103084,109.638604373754
1609,431564.832,441855.012,0,0,0.122302158273381,0,0,0.00719424460431655,0.683453237410072,0,0,0.143884892086331,0.0431654676258993,0.122302158273381,13.4355231647656,109.503302440989
1610,439758.3669,446962.519,0,1,0.449275362318841,0.0652173913043478,0.0434782608695652,0,0.195652173913043,0.0507246376811594,0,0.123188405797101,0.072463768115942,0.557971014492754,13.1584785657957,108.633024333544
1611,439775.4904,447512.2264,0,0,0.463768115942029,0,0.0652173913043478,0,0.202898550724638,0.13768115942029,0,0.130434782608696,0,0.528985507246377,13.1309303101099,108.35752122627
1612,439313.198,444475.0667,0,1,0.428571428571429,0.0142857142857143,0.121428571428571,0,0.0428571428571429,0.0571428571428571,0.00714285714285714,0.235714285714286,0.0928571428571429,0.564285714285714,13.209997773035,109.381398929687
1613,440180.455,447854.966,0,0,0.347517730496454,0.099290780141844,0.177304964539007,0.0354609929078014,0,0.113475177304965,0.00709219858156028,0.198581560283688,0.0212765957446809,0.624113475177305,13.1309303101099,108.35752122627
1614,437763.2231,447721.7977,0,0,0.036231884057971,0,0,0,0.760869565217391,0,0,0.202898550724638,0,0.036231884057971,13.3371226153364,108.393274406489
1615,437038.1901,434800.689,0,0,0,0,0,0,0.640287769784173,0,0.0215827338129496,0.338129496402878,0,0,13.1485318933677,110.630596882887
1616,436527.3177,435222.696,0,0,0,0,0,0,0.628571428571429,0,0,0.328571428571429,0.0428571428571429,0,13.0564825790841,110.538129203172
1617,439470.3554,434914.6376,0,1,0.107913669064748,0.0359712230215827,0,0,0,0.0359712230215827,0.431654676258993,0.287769784172662,0.100719424460432,0.143884892086331,13.1940764113846,110.966410108086
1618,439202.9627,435260.1091,0,0,0.0431654676258993,0,0,0,0.244604316546763,0.0215827338129496,0.546762589928058,0.143884892086331,0,0.0431654676258993,13.038142601354,110.852294342443
1619,435795.0278,435334.3136,0,1,0.525179856115108,0.00719424460431655,0.0143884892086331,0,0.258992805755396,0,0,0.194244604316547,0,0.546762589928057,12.9350708133986,110.407083734493
1620,434034.9352,580489.1453,0,1,1,0,0,0,0,0,0,0,0,1,11.9496907999691,104.583004620993
1621,433089.0242,577769.7794,0,1,0.773049645390071,0.0851063829787234,0,0,0,0,0,0.134751773049645,0.00709219858156028,0.858156028368794,12.0651095919334,103.723912603335
1622,432855.343,579389.8605,0,1,0.287769784172662,0,0,0,0.0647482014388489,0.460431654676259,0.0359712230215827,0.151079136690647,0,0.287769784172662,12.029049535067,104.420702394633
1623,436632.5681,578957.073,0,1,0.294964028776978,0,0,0,0.41726618705036,0.143884892086331,0,0.143884892086331,0,0.294964028776978,11.9451670620077,103.91445230589
1624,432633.2679,577770.5892,0,1,0.58695652173913,0.0072463768115942,0,0,0.0797101449275362,0.108695652173913,0.0072463768115942,0.0942028985507246,0.115942028985507,0.594202898550725,12.0278617579114,103.845428539876
1625,435077.5201,581563.8407,0,1,0.514285714285714,0,0,0,0.128571428571429,0.257142857142857,0,0.1,0,0.514285714285714,11.8579010393837,105.262454480346
1626,439938.1596,583371.8495,0,1,0.787234042553192,0,0,0,0.120567375886525,0,0,0.0921985815602837,0,0.787234042553192,11.7473722084965,105.5948083827
1627,439926.6623,582598.6074,0,1,0.614285714285714,0,0,0,0,0.285714285714286,0,0.1,0,0.614285714285714,11.7473722084965,105.5948083827
1628,439939.8992,585383.0901,0,1,0.557142857142857,0,0,0,0.0857142857142857,0.207142857142857,0,0.0928571428571429,0.0571428571428571,0.557142857142857,11.7085219444143,107.187763293473
1629,439904.6324,582156.6364,0,1,0.608695652173913,0,0,0,0,0.297101449275362,0,0.0942028985507246,0,0.608695652173913,11.7790948417896,105.077036775744
1630,439944.3799,583795.1343,0,1,0.702898550724638,0,0,0,0,0.202898550724638,0,0.0942028985507246,0,0.702898550724638,11.7300969618663,106.122508950747
1631,439784.2878,575156.6063,0,1,0.597122302158273,0,0,0.0647482014388489,0,0.158273381294964,0,0.179856115107914,0,0.597122302158273,11.8237337253574,101.82684201612
1632,439873.3787,574446.5308,0,1,0.381294964028777,0,0,0,0,0.446043165467626,0,0.172661870503597,0,0.381294964028777,11.8853730581339,101.406695577503
1633,439736.7511,572912.6395,0,1,0.792857142857143,0,0,0,0,0.0714285714285714,0,0.0928571428571429,0.0428571428571429,0.792857142857143,11.9131672982883,100.612495161216
1634,439756.6959,573433.5246,0,1,0.91304347826087,0,0,0,0,0,0,0.0869565217391304,0,0.91304347826087,11.8920885288828,100.997074647181
1635,440441.9585,575697.1126,0,0,0.892086330935252,0,0,0,0,0.0143884892086331,0,0.0935251798561151,0,0.892086330935252,11.771063470827,101.685280947243
1636,439651.8773,576616.1782,0,1,0.578571428571429,0,0,0,0,0.328571428571429,0,0.0928571428571429,0,0.578571428571429,11.8319050958526,102.253954659517
1637,434827.2985,524852.4514,0,0,0.049645390070922,0,0,0,0.858156028368794,0,0.00709219858156028,0.0851063829787234,0,0.049645390070922,13.138559315532,95.4183973382451
1638,434407.9082,524863.6524,1,0,0,0,0,0,0.814285714285714,0,0.114285714285714,0.0714285714285714,0,0,13.138559315532,95.4183973382451
1639,434299.9338,526291.7805,1,0,0.125,0,0,0,0.715277777777778,0,0.0347222222222222,0.125,0,0.125,13.0903070644415,94.8333753421919
1640,433679.8507,526382.4154,0,0,0.192857142857143,0,0,0,0.685714285714286,0,0.00714285714285714,0.114285714285714,0,0.192857142857143,13.0903070644415,94.8333753421919
1641,433143.3665,524890.8424,0,0,0.0144927536231884,0,0,0,0.891304347826087,0,0.0289855072463768,0.0652173913043478,0,0.0144927536231884,13.1591046829155,95.122447432899
1642,437680.6549,528713.6301,0,1,0.548611111111111,0,0,0,0.3125,0,0.0208333333333333,0.0763888888888889,0.0416666666666667,0.548611111111111,13.0417052152462,95.959491298902
1643,437707.2062,530575.498,0,0,0.430555555555556,0,0,0,0,0.451388888888889,0,0.118055555555556,0,0.430555555555556,13.1328213710409,95.9835588192309
1644,437115.1452,527918.7851,0,1,0.792857142857143,0,0,0.0428571428571429,0.0642857142857143,0,0,0.1,0,0.792857142857143,13.072763585338,95.6021971962249
1645,441247.4727,531100.4643,0,1,0.673758865248227,0,0,0,0.120567375886525,0,0.0354609929078014,0.170212765957447,0,0.673758865248227,12.9691750800164,97.4600577513278
1646,440908.7578,529682.4883,0,0,0.158273381294964,0,0,0,0.697841726618705,0,0,0.107913669064748,0.0359712230215827,0.158273381294964,12.9536312721912,97.326326607854
1647,439197.0948,519235.4098,0,0,0.635714285714286,0,0,0,0.0785714285714286,0.178571428571429,0,0.107142857142857,0,0.635714285714286,13.1796548421753,99.2762353491857
1648,437668.1606,520365.0136,0,0,0.0359712230215827,0,0,0,0.79136690647482,0,0.0143884892086331,0.158273381294964,0,0.0359712230215827,13.1149547673521,98.5001968535719
1649,438702.9105,517485.0949,0,0,0.478571428571429,0,0,0.264285714285714,0.0428571428571429,0.114285714285714,0,0.1,0,0.478571428571429,13.1631639233691,99.8085804035068
1650,439033.1662,517786.4268,0,1,0.244604316546763,0,0,0.100719424460432,0.561151079136691,0,0.0143884892086331,0.079136690647482,0,0.244604316546763,13.1864616651884,99.6200597566821
1651,439366.2233,506749.3018,0,0,0,0,0,0,0.857142857142857,0,0.0285714285714286,0.114285714285714,0,0,13.2623214685544,102.894411050234
1652,413018.079,387947.769,0,0,0.0921985815602837,0,0,0,0.297872340425532,0.198581560283688,0.0567375886524823,0.347517730496454,0,0.0921985815602837,15.8866063823005,107.734165430673
1653,414012.1228,386675.2828,0,0,0,0,0,0,0.755395683453237,0,0.20863309352518,0.0359712230215827,0,0,15.886426843785,108.355162199146
1654,414187.3221,384778.2945,0,0,0,0,0,0,0,0,0,0,0,0,15.9776376973013,109.063435866866
1655,414635.3438,385535.4957,0,0,0.0217391304347826,0,0,0,0,0.202898550724638,0.108695652173913,0.507246376811594,0,0.0217391304347826,15.9282786708701,108.909258932363
1656,413723.0434,387518.6933,0,0,0,0,0,0,0.741007194244604,0,0.100719424460432,0.158273381294964,0,0,15.853134388244,108.046628613008
1657,415155.7585,389906.6403,0,0,0,0,0,0,0.956834532374101,0,0,0.0431654676258993,0,0,15.5057598905259,108.004677270662
1658,417347.7518,388726.8855,0,1,0.0571428571428571,0,0,0,0.207142857142857,0,0.642857142857143,0.0928571428571429,0,0.0571428571428571,15.4735994376065,109.207357953477
1659,416507.3427,389376.5472,0,0,0,0,0,0,0.22463768115942,0,0.58695652173913,0.188405797101449,0,0,15.5105306239553,108.495852919738
1660,416420.6036,389781.1809,0,0,0,0,0,0,0,0,0.58695652173913,0.41304347826087,0,0,15.5105306239553,108.495852919738
1661,417291.5744,389605.4071,0,0,0,0,0,0,0.0285714285714286,0,0.714285714285714,0.257142857142857,0,0,15.471968775396,108.808442836324
1662,302866.3442,503354.4534,0,0,0.347517730496454,0,0,0,0,0,0.141843971631206,0.51063829787234,0,0.347517730496454,15.9565168631097,115.902862116541
1663,302587.1406,504985.4775,0,0,0.0857142857142857,0,0,0,0,0,0.385714285714286,0.392857142857143,0,0.0857142857142857,15.9200167709674,116.225851514165
1664,302520.165,503667.6247,0,0,0,0,0,0,0,0,0.539568345323741,0.215827338129496,0,0,15.9565168631097,115.902862116541
1665,303084.2644,503913.1349,0,0,0.0283687943262411,0,0,0,0,0,0.276595744680851,0.695035460992908,0,0.0283687943262411,15.6652141805524,116.059731292777
1666,302972.3972,502967.1569,0,0,0.782608695652174,0,0,0,0,0,0.0144927536231884,0.202898550724638,0,0.782608695652174,15.5897687255597,115.872994225977
1667,302173.5518,493665.6213,0,0,0.594202898550725,0,0,0.036231884057971,0,0,0,0.326086956521739,0.0434782608695652,0.594202898550725,15.479993830073,113.893607665087
1668,302810.0476,493339.2901,1,0,0.195652173913043,0,0,0.0434782608695652,0.347826086956522,0,0.0217391304347826,0.311594202898551,0.0797101449275362,0.195652173913043,15.5069590076161,113.606967117149
1669,302712.7169,495527.9374,0,0,0.792857142857143,0,0,0.207142857142857,0,0,0,0,0,0.792857142857143,15.665343094551,114.399201892936
1670,302841.0894,496283.173,0,0,0.791666666666667,0.125,0,0,0,0,0,0,0,0.916666666666667,15.665343094551,114.399201892936
1671,301679.8527,493911.5265,0,0,0.635036496350365,0.138686131386861,0,0,0,0,0,0.0948905109489051,0,0.773722627737226,15.6081232179271,114.05833981164
1672,416741.2534,689964.1574,0,1,0.688405797101449,0.0507246376811594,0.101449275362319,0.0144927536231884,0,0,0,0.0942028985507246,0.0507246376811594,0.840579710144927,10.9692816791778,96.5053260766817
1673,417564.1053,689943.437,0,1,0.287769784172662,0.388489208633094,0.223021582733813,0,0,0,0.00719424460431655,0.0935251798561151,0,0.899280575539568,10.9697179449575,96.6267505473763
1674,415575.4692,692928.6716,0,1,0.791666666666667,0,0,0.0902777777777778,0,0,0,0.118055555555556,0,0.791666666666667,10.9521478167892,95.707449175804
1675,414872.7081,691614.8593,0,1,0.768115942028985,0.0579710144927536,0.0579710144927536,0,0,0.0217391304347826,0,0.0942028985507246,0,0.884057971014493,10.9652943121758,96.0810575384627
1676,416297.5519,693162.9405,0,1,0.836879432624113,0,0.0141843971631206,0,0,0,0,0.148936170212766,0,0.851063829787234,10.961101769184,95.6325492592966
1677,424371.612,696353.6178,0,1,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0,0.833333333333333,10.8036475447156,98.6540418189474
1678,424023.9762,694826.4306,0,1,0.343065693430657,0.554744525547445,0.0291970802919708,0,0,0,0,0.072992700729927,0,0.927007299270073,10.7692630479504,99.3971396346863
1679,424275.6759,695175.8679,0,1,0.870503597122302,0.0215827338129496,0.0143884892086331,0,0,0,0,0.0935251798561151,0,0.906474820143885,10.7692630479504,99.3971396346863
1680,423686.8434,695110.8018,0,1,0.0902777777777778,0.659722222222222,0.145833333333333,0,0,0,0,0.104166666666667,0,0.895833333333333,10.6793330305203,98.9409573635537
1681,424377.8736,695834.4584,0,1,0.858156028368794,0,0,0,0,0,0,0.141843971631206,0,0.858156028368794,10.8036475447156,98.6540418189474
1682,422199.7699,684770.2752,0,1,0,0,0,0.833333333333333,0,0,0,0.111111111111111,0.0555555555555556,0,11.2392959313572,101.211636835361
1683,421017.4774,687890.5814,0,1,0.60431654676259,0.00719424460431655,0,0.179856115107914,0,0.079136690647482,0,0.129496402877698,0,0.611510791366906,11.1718499120354,99.8129981309466
1684,422643.2669,684875.3595,0,0,0,0,0,0.807142857142857,0,0,0,0,0.192857142857143,0,11.3250283969856,101.640521558099
1685,422566.2446,686221.4788,0,0,0.527777777777778,0,0,0.3125,0,0.0138888888888889,0,0.131944444444444,0.0138888888888889,0.527777777777778,11.2774814759265,101.874378796084
1686,421480.7925,687207.2115,0,1,0.22463768115942,0.456521739130435,0,0.072463768115942,0,0,0,0.246376811594203,0,0.681159420289855,11.2235913017824,100.469742948107
1687,456327.2828,581778.2547,0,1,0.623188405797101,0,0,0.036231884057971,0,0.297101449275362,0,0.0434782608695652,0,0.623188405797101,11.6333831316773,103.427484029067
1688,456628.9998,580137.3845,0,1,0.695652173913043,0,0,0,0,0.0579710144927536,0,0.0507246376811594,0,0.695652173913043,11.7150302521611,102.960996132961
1689,456159.3283,579441.059,0,1,0.534722222222222,0,0,0,0,0.326388888888889,0,0.0972222222222222,0.0416666666666667,0.534722222222222,11.6968420767377,102.728464634598
1690,456069.9782,577409.7367,0,1,0.439716312056738,0,0.106382978723404,0,0,0.354609929078014,0,0.099290780141844,0,0.546099290780142,11.7035890795519,102.279172783362
1691,456157.4007,580013.3064,0,1,0.578571428571429,0,0.00714285714285714,0,0,0.2,0,0.214285714285714,0,0.585714285714286,11.7150302521611,102.960996132961
1692,457755.697,584571.6265,0,1,0.731884057971015,0,0.0579710144927536,0,0,0.130434782608696,0,0.0797101449275362,0,0.789855072463768,11.6357479465849,103.912935185663
1693,456818.3595,582224.3715,0,1,0.608391608391608,0,0.034965034965035,0,0,0.258741258741259,0,0.0979020979020979,0,0.643356643356643,11.6086288324512,103.364486355504
1694,458743.1855,586472.9624,0,1,0.072463768115942,0.384057971014493,0.072463768115942,0,0,0.268115942028986,0,0.0797101449275362,0,0.528985507246377,11.6184756558716,104.189005451985
1695,457408.5397,584096.2123,0,1,0.485714285714286,0,0,0,0,0.4,0,0.114285714285714,0,0.485714285714286,11.670000955835,103.798439205111
1696,458171.9944,585433.0434,0,1,0.452554744525547,0,0.0583941605839416,0,0,0.416058394160584,0,0.072992700729927,0,0.510948905109489,11.6581191398725,104.00116697325
1697,460789.9097,575914.2836,0,1,0.644927536231884,0,0,0,0,0.239130434782609,0,0.115942028985507,0,0.644927536231884,11.7943520735131,102.084229735648
1698,461540.0109,576301.6527,0,1,0.906474820143885,0,0,0,0,0,0,0.0935251798561151,0,0.906474820143885,11.7305072272546,102.223093505816
1699,459870.5509,576086.4042,0,1,0.273381294964029,0,0,0,0,0.62589928057554,0,0.079136690647482,0,0.273381294964029,11.775031430728,102.19753407509
1700,459394.1756,576216.5664,0,0,0.255474452554745,0,0,0,0,0.671532846715328,0,0.072992700729927,0,0.255474452554745,11.7204665694677,102.179929650079
1701,461152.3152,576253.0746,0,1,0.811594202898551,0,0,0,0,0.0942028985507246,0,0.0942028985507246,0,0.811594202898551,11.7305072272546,102.223093505816
1702,460291.8262,576059.0269,0,0,0.217391304347826,0,0.0289855072463768,0,0,0.652173913043478,0,0.101449275362319,0,0.246376811594203,11.775031430728,102.19753407509
1703,729302.8102,499368.7959,0,0,0.211678832116788,0,0.0948905109489051,0,0,0,0,0.693430656934307,0,0.306569343065693,13.7376707723532,89.3887829058434
1704,727730.4005,497951.9525,0,0,0.25531914893617,0,0.290780141843972,0,0,0.198581560283688,0.0780141843971631,0.177304964539007,0,0.546099290780142,13.7287355346821,89.5248097842176
1705,730122.5999,501005.9475,0,0,0.192857142857143,0,0,0,0,0,0.264285714285714,0.542857142857143,0,0.192857142857143,13.7793512989472,89.1201139933863
1706,731970.8705,499468.8993,0,0,0.0287769784172662,0,0,0,0.0359712230215827,0,0.0143884892086331,0.920863309352518,0,0.0287769784172662,13.852026029999,89.7721629639391
1707,731792.3775,497248.833,0,0,0.0359712230215827,0,0,0,0.0287769784172662,0.0143884892086331,0.0287769784172662,0.892086330935252,0,0.0359712230215827,13.71959594381,90.2690712201722
1708,733648.1024,505198.6979,0,0,0.4,0.0571428571428571,0.0571428571428571,0,0,0.214285714285714,0,0.271428571428571,0,0.514285714285714,13.9810235974829,88.1824582478001
1709,732337.931,505534.214,0,0,0.0652173913043478,0,0,0,0.485507246376812,0,0.0217391304347826,0.427536231884058,0,0.0652173913043478,13.7387478805604,88.1181556289679
1710,736700.4142,504652.0786,0,0,0.0142857142857143,0,0,0,0,0.542857142857143,0.00714285714285714,0.435714285714286,0,0.0142857142857143,13.4675389056039,88.2698093558576
1711,732312.3097,506280.695,0,0,0.257142857142857,0,0,0,0.142857142857143,0.0285714285714286,0.0357142857142857,0.535714285714286,0,0.257142857142857,13.5927897256253,87.7256263738263
1712,736617.0698,505480.0277,0,0,0,0,0,0,0,0.175182481751825,0,0.824817518248175,0,0,13.4987315567719,88.0423724642972
1713,733506.3624,494828.0333,0,0,0,0,0.0571428571428571,0,0.471428571428571,0.135714285714286,0.0714285714285714,0.264285714285714,0,0.0571428571428571,13.7443627681133,90.2196424872306
1714,735065.3317,494753.4103,0,0,0,0,0,0,0.438848920863309,0.0503597122302158,0.0143884892086331,0.496402877697842,0,0,13.383830066389,89.8308914949608
1715,734838.7943,493116.5717,0,0,0.271428571428571,0,0.0357142857142857,0,0,0,0.00714285714285714,0.685714285714286,0,0.307142857142857,13.4180701391586,89.6490577512884
1716,735531.8808,494772.4289,1,0,0,0,0,0,0.439716312056738,0.049645390070922,0.0283687943262411,0.482269503546099,0,0,13.2856991979754,89.5518781187839
1717,736012.1054,496401.1861,0,0,0.101449275362319,0,0,0,0.0289855072463768,0.0652173913043478,0.405797101449275,0.398550724637681,0,0.101449275362319,13.3697033445116,89.6026518369516
1718,500299.2131,666601.8732,0,1,0.323741007194245,0,0,0,0.323741007194245,0.151079136690647,0.0143884892086331,0.18705035971223,0,0.323741007194245,11.4073994056147,95.76001922457
1719,500308.8199,667196.3193,0,1,0.783216783216783,0,0,0,0.0909090909090909,0,0.013986013986014,0.111888111888112,0,0.783216783216783,11.4228217097523,95.5748826455075
1720,498722.469,669484.0342,0,1,0.571428571428571,0,0.0642857142857143,0,0.0714285714285714,0.2,0.00714285714285714,0.0857142857142857,0,0.635714285714286,11.4395566712926,95.5325487388783
1721,497126.1464,666979.6954,0,1,0.899280575539568,0,0,0,0,0,0,0.100719424460432,0,0.899280575539568,11.5242076124962,96.491268662626
1722,497158.2756,668376.3248,0,1,0.167883211678832,0.0437956204379562,0.37956204379562,0,0,0.116788321167883,0,0.0948905109489051,0.175182481751825,0.591240875912409,11.4727664874985,96.2146133056327
1723,496225.982,657439.323,0,1,0.410071942446043,0,0.129496402877698,0.0719424460431655,0.129496402877698,0.0935251798561151,0,0.122302158273381,0,0.539568345323741,11.6521455653611,98.2813355957796
1724,499206.547,660258.53,0,1,0.246376811594203,0,0,0,0,0,0.398550724637681,0.355072463768116,0,0.246376811594203,11.6824763241462,96.8406862112682
1725,496549.7015,658442.5566,0,1,0.822695035460993,0,0.0921985815602837,0,0.00709219858156028,0,0,0.0780141843971631,0,0.914893617021277,11.7731437350863,98.4010929223546
1726,496100.5414,658388.7468,0,1,0.826086956521739,0,0,0.0217391304347826,0,0,0,0.152173913043478,0,0.826086956521739,11.7702398922828,98.373410169398
1727,496330.533,656842.2223,0,1,0.115107913669065,0.115107913669065,0.0215827338129496,0.136690647482014,0.079136690647482,0.302158273381295,0,0.136690647482014,0.0575539568345324,0.251798561151079,11.6521455653611,98.2813355957796
1728,396830.5027,661719.9739,0,0,0,0.134751773049645,0.0425531914893617,0.581560283687943,0,0.00709219858156028,0.0425531914893617,0.141843971631206,0.049645390070922,0.177304964539007,11.3264311804181,103.194257595355
1729,399237.9074,666067.926,0,1,0.361111111111111,0.0277777777777778,0.0694444444444444,0.173611111111111,0,0.270833333333333,0.00694444444444444,0.0902777777777778,0,0.458333333333333,11.3563953117072,100.836663398653
1730,399173.3162,661661.823,0,1,0.0212765957446809,0.340425531914894,0,0.404255319148936,0,0.0212765957446809,0.0283687943262411,0.184397163120567,0,0.361702127659574,11.3232470779224,103.177078830005
1731,398493.5261,663266.0421,0,1,0.25,0,0.0285714285714286,0.464285714285714,0,0.164285714285714,0,0.0928571428571429,0,0.278571428571429,11.3183481299167,102.243592123769
1732,397945.645,663271.4695,0,1,0,0,0.0357142857142857,0.721428571428571,0,0.0714285714285714,0.00714285714285714,0.1,0.0642857142857143,0.0357142857142857,11.3218605416822,102.227872078691
1733,400812.8152,669785.0028,0,1,0.159420289855072,0.304347826086957,0.253623188405797,0.0217391304347826,0,0,0,0.13768115942029,0,0.717391304347826,11.1906873677814,99.5663700344361
1734,400558.4304,668875.1847,0,1,0.0928571428571429,0.664285714285714,0.0857142857142857,0,0,0,0,0.157142857142857,0,0.842857142857143,11.2188938177527,99.8716449904469
1735,400841.9655,666500.8516,0,1,0,0.202898550724638,0.0072463768115942,0.623188405797101,0,0.0217391304347826,0,0.144927536231884,0,0.210144927536232,11.3539412252664,101.037795338695
1736,400684.8822,670578.9612,0,1,0.0357142857142857,0.0857142857142857,0.321428571428571,0.242857142857143,0,0,0,0.314285714285714,0,0.442857142857143,11.1986173047931,99.3005000945604
1737,402411.1469,666137.8826,0,1,0.0642857142857143,0.471428571428571,0.242857142857143,0.128571428571429,0,0,0.00714285714285714,0.0857142857142857,0,0.778571428571429,11.361666556703,101.285659563616
1738,403044.3809,658604.9361,0,1,0.201438848920863,0.107913669064748,0.23021582733813,0.179856115107914,0,0.107913669064748,0,0.172661870503597,0,0.539568345323741,11.3755747062299,104.649212673428
1739,401659.2812,658570.5916,0,1,0.294964028776978,0.280575539568345,0.158273381294964,0,0,0,0,0.179856115107914,0,0.733812949640288,11.3541057717183,104.460170364122
1740,401986.6808,658200.7558,0,1,0.423611111111111,0,0.0833333333333333,0,0,0,0.0138888888888889,0.222222222222222,0,0.506944444444444,11.3599687697367,104.867043658936
